timestamp,realized_vol,vol_scalar,leverage,daily_return,base_allocation_per_symbol,scaled_allocation_per_symbol
2025-01-01 00:00:00+00:00,0.1,1.0,2.001338579298055,0.0,200.0,200.0
2025-01-01 01:00:00+00:00,0.1,1.0,2.0105459271824286,0.0,200.0,200.0
2025-01-01 02:00:00+00:00,0.1,1.0,2.0185055987052696,0.0,200.0,200.0
2025-01-01 03:00:00+00:00,0.1,1.0,2.0267430565000373,0.0,200.0,200.0
2025-01-01 04:00:00+00:00,0.1,1.0,2.0168459015688036,0.0,200.0,200.0
2025-01-01 05:00:00+00:00,0.1,1.0,2.015323488901292,0.0,200.0,200.0
2025-01-01 06:00:00+00:00,0.1,1.0,2.0092690287187356,0.0,200.0,200.0
2025-01-01 07:00:00+00:00,0.1,1.0,1.9918588968233306,0.0,200.0,200.0
2025-01-01 08:00:00+00:00,0.1,1.0,1.9909986745147625,0.0,200.0,200.0
2025-01-01 09:00:00+00:00,0.1,1.0,1.9645269466073965,0.0,200.0,200.0
2025-01-01 10:00:00+00:00,0.1,1.0,1.9818617134707959,0.0,200.0,200.0
2025-01-01 11:00:00+00:00,0.1,1.0,1.9885107882999908,0.0,200.0,200.0
2025-01-01 12:00:00+00:00,0.1,1.0,1.9931542926257564,0.0,200.0,200.0
2025-01-01 13:00:00+00:00,0.1,1.0,1.9665846048767577,0.0,200.0,200.0
2025-01-01 14:00:00+00:00,0.1,1.0,1.981501930842625,0.0,200.0,200.0
2025-01-01 15:00:00+00:00,0.1,1.0,1.968410323243464,0.0,200.0,200.0
2025-01-01 16:00:00+00:00,0.1,1.0,1.9487272432174667,0.0,200.0,200.0
2025-01-01 17:00:00+00:00,0.1,1.0,1.9645931350567059,0.0,200.0,200.0
2025-01-01 18:00:00+00:00,0.1,1.0,1.976002025305925,0.0,200.0,200.0
2025-01-01 19:00:00+00:00,0.1,1.0,2.006553080167413,0.0,200.0,200.0
2025-01-01 20:00:00+00:00,0.1,1.0,2.0162014769697203,0.0,200.0,200.0
