symbol,type,side,units,entry_price,entry_timestamp,exit_price,exit_timestamp,realized_pnl,is_closed
BTCUSDT,spot,long,0.0005388999092318458,96888.41,2025-01-15 00:00:00+00:00,101688.48,2025-01-29 00:00:00+00:00,2.5867572873065017,True
GRIFFAINUSDT,linear,short,117.9478525224041,0.44268,2025-01-15 00:00:00+00:00,0.54556,2025-01-22 00:00:00+00:00,-12.134475067504937,True
BTCUSDT,spot,long,0.0005388999092318458,96888.41,2025-01-15 00:00:00+00:00,105950.38,2025-01-22 00:00:00+00:00,4.88349481046171,True
PAXGUSDT,linear,short,0.019511642509199498,2676.0,2025-01-15 00:00:00+00:00,2746.0,2025-01-22 00:00:00+00:00,-1.3658149756439648,True
PAXGUSDT,spot,long,0.019511642509199498,2676.0,2025-01-15 00:00:00+00:00,2744.0,2025-01-22 00:00:00+00:00,1.326791690625566,True
RAYDIUMUSDT,linear,short,7.828325732087229,7.6658,2025-01-22 00:00:00+00:00,6.1281,2025-02-05 00:00:00+00:00,12.037616478230532,True
BTCUSDT,spot,long,0.0005664007943816179,105950.38,2025-01-22 00:00:00+00:00,98265.29,2025-02-05 00:00:00+00:00,-4.352841080894234,True
PIPPINUSDT,linear,short,823.5431876180296,0.07651,2025-01-29 00:00:00+00:00,0.03777,2025-02-05 00:00:00+00:00,31.904063088322463,True
BTCUSDT,spot,long,0.0006196305548539564,101688.48,2025-01-29 00:00:00+00:00,98265.29,2025-02-05 00:00:00+00:00,-2.1211131190705164,True
SOLAYERUSDT,linear,short,15.678208067354396,0.6264,2025-02-19 00:00:00+00:00,0.7383,2025-02-26 00:00:00+00:00,-1.7543914827369569,True
BTCUSDT,spot,long,0.00010300749702636384,95340.92,2025-02-19 00:00:00+00:00,88200.0,2025-02-26 00:00:00+00:00,-0.735568295665502,True
RAYDIUMUSDT,linear,short,2.3400756608346343,4.1968,2025-02-19 00:00:00+00:00,2.473,2025-02-26 00:00:00+00:00,4.033822424146742,True
BTCUSDT,spot,long,0.00010300749702636384,95340.92,2025-02-19 00:00:00+00:00,88200.0,2025-02-26 00:00:00+00:00,-0.735568295665502,True
NEIROETHUSDT,linear,short,545.2986970233643,0.01801,2025-02-19 00:00:00+00:00,0.02762,2025-02-26 00:00:00+00:00,-5.240320478394529,True
BTCUSDT,spot,long,0.00010300749702636384,95340.92,2025-02-19 00:00:00+00:00,88200.0,2025-02-26 00:00:00+00:00,-0.735568295665502,True
TAOUSDT,linear,short,0.026058240111947552,376.88,2025-02-19 00:00:00+00:00,371.48,2025-02-26 00:00:00+00:00,0.14071449660451618,True
BTCUSDT,spot,long,0.00010300749702636384,95340.92,2025-02-19 00:00:00+00:00,88200.0,2025-02-26 00:00:00+00:00,-0.735568295665502,True
MAGICUSDT,linear,short,41.826360874747834,0.2348,2025-02-19 00:00:00+00:00,0.1389,2025-03-12 00:00:00+00:00,4.011148007888318,True
MAGICUSDT,spot,long,41.596059014785226,0.2361,2025-02-19 00:00:00+00:00,0.1392,2025-03-12 00:00:00+00:00,-4.030658118532689,True
FBUSDT,linear,short,16.277200641830557,1.149,2025-02-26 00:00:00+00:00,1.137,2025-03-05 00:00:00+00:00,0.19532640770196685,True
FBUSDT,spot,long,33.51102586895415,0.5581,2025-02-26 00:00:00+00:00,0.5581,2025-03-05 00:00:00+00:00,0.0,True
MAGICUSDT,linear,short,145.0220980614257,0.1517,2025-03-19 00:00:00+00:00,0.1149,2025-04-02 00:00:00+00:00,5.336813208660466,True
MAGICUSDT,spot,long,145.11775907597809,0.1516,2025-03-19 00:00:00+00:00,0.1062,2025-04-02 00:00:00+00:00,-6.588346262049407,True
JELLYJELLYUSDT,linear,short,1229.2612782189378,0.010367,2025-04-09 00:00:00+00:00,0.035528,2025-05-07 00:00:00+00:00,-30.92944302126669,True
BTCUSDT,spot,long,0.00016655320254298822,76514.6,2025-04-09 00:00:00+00:00,97408.6,2025-05-07 00:00:00+00:00,3.479962613933196,True
MAGICUSDT,linear,short,110.9116768607113,0.1149,2025-04-09 00:00:00+00:00,0.1149,2025-04-16 00:00:00+00:00,0.0,True
MAGICUSDT,spot,long,186.04017038387923,0.0685,2025-04-09 00:00:00+00:00,0.0712,2025-04-16 00:00:00+00:00,0.5023084600364728,True
SOLAYERUSDT,linear,short,12.570264970004693,0.8315,2025-04-23 00:00:00+00:00,0.8315,2025-04-30 00:00:00+00:00,0.0,True
BTCUSDT,spot,long,0.00011250487408060026,92904.2,2025-04-23 00:00:00+00:00,94544.0,2025-04-30 00:00:00+00:00,0.18448549251736865,True
FARTCOINUSDT,linear,short,9.280922857892827,1.1262,2025-04-23 00:00:00+00:00,1.1262,2025-05-09 23:00:00+00:00,0.0,True
BTCUSDT,spot,long,0.00011250487408060026,92904.2,2025-04-23 00:00:00+00:00,102978.1,2025-05-09 23:00:00+00:00,1.13336285100056,True
BROCCOLIUSDT,linear,short,364.69557999158764,0.02866,2025-04-23 00:00:00+00:00,0.0343,2025-04-30 00:00:00+00:00,-2.0568830711525528,True
BTCUSDT,spot,long,0.00011250487408060026,92904.2,2025-04-23 00:00:00+00:00,94544.0,2025-04-30 00:00:00+00:00,0.18448549251736865,True
MICHIUSDT,linear,short,405.9097212644234,0.02575,2025-04-23 00:00:00+00:00,0.03558,2025-04-30 00:00:00+00:00,-3.9900925600292827,True
BTCUSDT,spot,long,0.00011250487408060026,92904.2,2025-04-23 00:00:00+00:00,94544.0,2025-04-30 00:00:00+00:00,0.18448549251736865,True
10000WHYUSDT,linear,short,46152.72258261371,0.0004686,2025-04-30 00:00:00+00:00,0.0004053,2025-05-07 00:00:00+00:00,2.921467339479449,True
BTCUSDT,spot,long,0.00022875238832937873,94544.0,2025-04-30 00:00:00+00:00,97408.6,2025-05-07 00:00:00+00:00,0.6552840916083397,True
1000000PEIPEIUSDT,linear,short,359.9222234648189,0.04494,2025-05-07 00:00:00+00:00,0.0633,2025-05-09 23:00:00+00:00,-6.608172022814073,True
BTCUSDT,spot,long,0.00016605212191232561,97408.6,2025-05-07 00:00:00+00:00,102978.1,2025-05-09 23:00:00+00:00,0.9248272929906975,True
HYPEUSDT,linear,short,1.314498555262817,12.305,2025-05-07 00:00:00+00:00,12.305,2025-05-09 23:00:00+00:00,0.0,True
BTCUSDT,spot,long,0.00016605212191232561,97408.6,2025-05-07 00:00:00+00:00,102978.1,2025-05-09 23:00:00+00:00,0.9248272929906975,True
1000MUMUUSDT,linear,short,5719.556125356777,0.002828,2025-05-07 00:00:00+00:00,0.005652,2025-05-09 23:00:00+00:00,-16.152026498007537,True
BTCUSDT,spot,long,0.00016605212191232561,97408.6,2025-05-07 00:00:00+00:00,102978.1,2025-05-09 23:00:00+00:00,0.9248272929906975,True
