symbol,type,side,units,entry_price,entry_timestamp,exit_price,exit_timestamp,realized_pnl,is_closed
MAGICUSDT,linear,short,153.46838551258438,1.086,2024-01-01 00:00:00+00:00,1.3232,2024-02-05 00:00:00+00:00,-36.40270104358499,True
MAGICUSDT,spot,long,153.56737000522128,1.0853,2024-01-01 00:00:00+00:00,1.3232,2024-02-05 00:00:00+00:00,36.53367732424214,True
GASUSDT,linear,short,24.41287046530931,6.827,2024-01-01 00:00:00+00:00,5.508,2024-02-05 00:00:00+00:00,32.20057614374298,True
GASUSDT,spot,long,114508187.33539447,1.4555e-06,2024-01-01 00:00:00+00:00,1.4555e-06,2024-02-05 00:00:00+00:00,0.0,True
KASUSDT,linear,short,1469.9829481978009,0.11338,2024-01-01 00:00:00+00:00,0.10439,2024-01-08 00:00:00+00:00,13.215146704298228,True
KASUSDT,spot,long,1473.8827968399953,0.11308,2024-01-01 00:00:00+00:00,0.10445,2024-01-08 00:00:00+00:00,-12.719608536729158,True
1000BONKUSDT,linear,short,51791.15748630948,0.010025,2024-01-08 00:00:00+00:00,0.014376,2024-01-15 00:00:00+00:00,-225.34332622293257,True
BONKUSDT,spot,long,51836659.990840085,1.00162e-05,2024-01-08 00:00:00+00:00,1.43543e-05,2024-01-15 00:00:00+00:00,224.87261470626336,True
ONDOUSDT,linear,short,841.6699121767604,0.2064,2024-02-05 00:00:00+00:00,0.2761,2024-02-19 00:00:00+00:00,-58.66439287872021,True
ONDOUSDT,spot,long,842.7314925452766,0.20614,2024-02-05 00:00:00+00:00,0.27567,2024-02-19 00:00:00+00:00,58.59512067667311,True
JUPUSDT,linear,short,329.5156864060761,0.5272,2024-02-05 00:00:00+00:00,0.5134,2024-02-12 00:00:00+00:00,4.547316472403861,True
JUPUSDT,spot,long,329.70330209391403,0.5269,2024-02-05 00:00:00+00:00,0.5126,2024-02-12 00:00:00+00:00,-4.714757219943,True
MYROUSDT,linear,short,2196.2158011793085,0.0791,2024-02-05 00:00:00+00:00,0.0599,2024-02-12 00:00:00+00:00,42.16734338264273,True
MYROUSDT,spot,long,2196.2158011793085,0.0791,2024-02-05 00:00:00+00:00,0.0598,2024-02-12 00:00:00+00:00,-42.386964962760665,True
KASUSDT,linear,short,3112.811328093967,0.16936,2024-03-04 00:00:00+00:00,0.1456,2024-03-11 00:00:00+00:00,73.96039715551267,True
KASUSDT,spot,long,3121.658731205556,0.16888,2024-03-04 00:00:00+00:00,0.14527,2024-03-11 00:00:00+00:00,-73.70236264376315,True
GASUSDT,linear,short,78.81131756659121,6.904,2024-03-11 00:00:00+00:00,5.354,2024-04-15 00:00:00+00:00,122.15754222821637,True
GASUSDT,spot,long,373832591.1918555,1.4555e-06,2024-03-11 00:00:00+00:00,1.4555e-06,2024-04-15 00:00:00+00:00,0.0,True
BEAMUSDT,linear,short,18493.355307473623,0.031912,2024-04-08 00:00:00+00:00,0.026515,2024-04-15 00:00:00+00:00,99.8086385944352,True
BEAMUSDT,spot,long,18524.701945260163,0.031858,2024-04-08 00:00:00+00:00,0.026524,2024-04-15 00:00:00+00:00,-98.81076017601768,True
GASUSDT,linear,short,112.56871526551554,5.628,2024-04-22 00:00:00+00:00,4.987,2024-05-20 00:00:00+00:00,72.15654648519546,True
GASUSDT,spot,long,435270855.0424743,1.4555e-06,2024-04-22 00:00:00+00:00,1.4555e-06,2024-05-20 00:00:00+00:00,0.0,True
MAGICUSDT,linear,short,805.4782557949102,0.7981,2024-04-29 00:00:00+00:00,0.6723,2024-05-20 00:00:00+00:00,101.32916457899972,True
MAGICUSDT,spot,long,804.1683712158091,0.7994,2024-04-29 00:00:00+00:00,0.6726,2024-05-20 00:00:00+00:00,-101.96854947016462,True
KASUSDT,linear,short,2772.817662165894,0.12199,2024-05-20 00:00:00+00:00,0.1396,2024-05-27 00:00:00+00:00,-48.829319030741395,True
KASUSDT,spot,long,2772.1359335159596,0.12202,2024-05-20 00:00:00+00:00,0.13952,2024-05-27 00:00:00+00:00,48.512378836529294,True
BRETTUSDT,linear,short,8053.714919228985,0.042,2024-05-20 00:00:00+00:00,0.09434,2024-06-03 00:00:00+00:00,-421.531438872445,True
BRETTUSDT,spot,long,8049.881642256482,0.04202,2024-05-20 00:00:00+00:00,0.09435,2024-06-03 00:00:00+00:00,421.25030633928174,True
DEGENUSDT,linear,short,15736.97459612848,0.02158,2024-06-03 00:00:00+00:00,0.01885,2024-06-10 00:00:00+00:00,42.96194064743075,True
DEGENUSDT,spot,long,15795.530780672214,0.0215,2024-06-03 00:00:00+00:00,0.01886,2024-06-10 00:00:00+00:00,-41.700201260974644,True
NOTUSDT,linear,short,13778.711883168442,0.024647,2024-06-03 00:00:00+00:00,0.019003,2024-06-10 00:00:00+00:00,77.76704986860268,True
NOTUSDT,spot,long,13788.55805600025,0.0246294,2024-06-03 00:00:00+00:00,0.0189933,2024-06-10 00:00:00+00:00,-77.71369205942298,True
GASUSDT,linear,short,77.5899313798373,4.412,2024-06-10 00:00:00+00:00,3.602,2024-06-24 00:00:00+00:00,62.84784441766821,True
GASUSDT,spot,long,235195312.43410656,1.4555e-06,2024-06-10 00:00:00+00:00,1.4555e-06,2024-06-24 00:00:00+00:00,0.0,True
MAGICUSDT,linear,short,438.4869697039095,0.7807,2024-06-10 00:00:00+00:00,0.5592,2024-07-22 00:00:00+00:00,97.12486378941591,True
MAGICUSDT,spot,long,438.5993302342628,0.7805,2024-06-10 00:00:00+00:00,0.5592,2024-07-22 00:00:00+00:00,-97.06203178084233,True
POPCATUSDT,linear,short,1381.035548935336,0.2605,2024-06-24 00:00:00+00:00,0.6573,2024-07-01 00:00:00+00:00,-547.9949058175413,True
POPCATUSDT,spot,long,1384.7565839016747,0.2598,2024-06-24 00:00:00+00:00,0.6571,2024-07-01 00:00:00+00:00,550.1637907841355,True
1000000MOGUSDT,linear,short,364.4982375862767,0.987,2024-06-24 00:00:00+00:00,1.822,2024-07-01 00:00:00+00:00,-304.35602838454105,True
MOGUSDT,spot,long,363761132.9602175,9.89e-07,2024-06-24 00:00:00+00:00,1.822e-06,2024-07-01 00:00:00+00:00,303.0130237558612,True
GASUSDT,linear,short,96.65301779978122,3.718,2024-07-01 00:00:00+00:00,2.958,2024-07-08 00:00:00+00:00,73.45629352783371,True
GASUSDT,spot,long,246895170.168043,1.4555e-06,2024-07-01 00:00:00+00:00,1.4555e-06,2024-07-08 00:00:00+00:00,0.0,True
PAXGUSDT,linear,short,0.15549801825166013,2311.0,2024-07-01 00:00:00+00:00,2350.0,2024-07-08 00:00:00+00:00,-6.0644227118147445,True
PAXGUSDT,spot,long,0.15548004150259503,2311.2672,2024-07-01 00:00:00+00:00,2351.0405,2024-07-08 00:00:00+00:00,6.183954334695208,True
1000000MOGUSDT,linear,short,383.46272399390364,1.9763,2024-07-15 00:00:00+00:00,2.3304,2024-07-22 00:00:00+00:00,-135.78415056624132,True
MOGUSDT,spot,long,383909514.40179926,1.974e-06,2024-07-15 00:00:00+00:00,2.327e-06,2024-07-22 00:00:00+00:00,135.52005858383507,True
GASUSDT,linear,short,95.16307786086539,3.986,2024-07-22 00:00:00+00:00,3.229,2024-09-16 00:00:00+00:00,72.03844994067511,True
GASUSDT,spot,long,260611493.2005561,1.4555e-06,2024-07-22 00:00:00+00:00,1.4555e-06,2024-09-16 00:00:00+00:00,0.0,True
POPCATUSDT,linear,short,406.3852885723264,0.9334,2024-07-22 00:00:00+00:00,0.824,2024-07-29 00:00:00+00:00,44.45855056981253,True
POPCATUSDT,spot,long,406.7338927229353,0.9326,2024-07-22 00:00:00+00:00,0.8235,2024-07-29 00:00:00+00:00,-44.37466769607223,True
PAXGUSDT,linear,short,0.3095134489885531,2510.0,2024-08-26 00:00:00+00:00,2496.0,2024-09-02 00:00:00+00:00,4.333188285839744,True
PAXGUSDT,spot,long,0.309651521491682,2508.8808,2024-08-26 00:00:00+00:00,2496.1583,2024-09-02 00:00:00+00:00,-3.939541482177879,True
1000CATUSDT,linear,short,23548.80118358412,0.03408,2024-09-16 00:00:00+00:00,0.03312,2024-10-07 00:00:00+00:00,22.606849136240815,True
CATUSDT,spot,long,1403047.455133823,0.000572,2024-09-16 00:00:00+00:00,0.000489,2024-10-07 00:00:00+00:00,-116.4529387761074,True
GASUSDT,linear,short,172.83738794765068,4.484,2024-10-21 00:00:00+00:00,3.93,2024-10-28 00:00:00+00:00,95.75191292299844,True
GASUSDT,spot,long,532465027.52130926,1.4555e-06,2024-10-21 00:00:00+00:00,1.4555e-06,2024-10-28 00:00:00+00:00,0.0,True
KMNOUSDT,linear,short,9800.639391861843,0.08398,2024-11-04 00:00:00+00:00,0.15304,2024-11-11 00:00:00+00:00,-676.832156401979,True
KMNOUSDT,spot,long,9801.806551489313,0.08397,2024-11-04 00:00:00+00:00,0.15275,2024-11-11 00:00:00+00:00,674.1682546114349,True
GOATUSDT,linear,short,690.5611772515639,1.1986,2024-11-18 00:00:00+00:00,0.855,2024-11-25 00:00:00+00:00,237.27682050363745,True
GOATUSDT,spot,long,691.7153827960258,1.1966,2024-11-18 00:00:00+00:00,0.8527,2024-11-25 00:00:00+00:00,-237.88092014355334,True
BANUSDT,linear,short,6473.318187829168,0.1296,2024-11-25 00:00:00+00:00,0.0486,2024-12-23 00:00:00+00:00,524.3387732141625,True
BANUSDT,spot,long,6478.316889132511,0.1295,2024-11-25 00:00:00+00:00,0.0487,2024-12-23 00:00:00+00:00,-523.448004641907,True
GASUSDT,linear,short,134.77230620818284,6.261,2024-12-02 00:00:00+00:00,6.67,2024-12-09 00:00:00+00:00,-55.12187323914676,True
GASUSDT,spot,long,579738515.4032516,1.4555e-06,2024-12-02 00:00:00+00:00,1.4555e-06,2024-12-09 00:00:00+00:00,0.0,True
1000000BABYDOGEUSDT,linear,short,202038.95770232394,0.0041251,2024-12-09 00:00:00+00:00,0.0044156,2024-12-16 00:00:00+00:00,-58.692317212525275,True
BABYDOGEUSDT,spot,long,202092847821.9826,4.124e-09,2024-12-09 00:00:00+00:00,4.412e-09,2024-12-16 00:00:00+00:00,58.202740172730955,True
GASUSDT,linear,short,192.1253200222977,4.423,2024-12-23 00:00:00+00:00,4.544,2024-12-30 00:00:00+00:00,-23.247163722697934,True
GASUSDT,spot,long,583833933.6713313,1.4555e-06,2024-12-23 00:00:00+00:00,1.4555e-06,2024-12-30 00:00:00+00:00,0.0,True
MAGICUSDT,linear,short,1440.0984628429542,0.5824,2025-01-06 00:00:00+00:00,0.2433,2025-02-03 00:00:00+00:00,488.3373887500459,True
MAGICUSDT,spot,long,1440.3457749609076,0.5823,2025-01-06 00:00:00+00:00,0.2437,2025-02-03 00:00:00+00:00,-487.70107940176337,True
PAXGUSDT,linear,short,0.15546545527916913,2701.0,2025-01-13 00:00:00+00:00,2687.0,2025-01-20 00:00:00+00:00,2.1765163739083677,True
PAXGUSDT,spot,long,0.15569603066705073,2697.0,2025-01-13 00:00:00+00:00,2682.0,2025-01-20 00:00:00+00:00,-2.3354404600057608,True
AI16ZUSDT,linear,short,380.35524883064835,1.104,2025-01-13 00:00:00+00:00,0.7686,2025-01-20 00:00:00+00:00,127.5711504577995,True
