date,mean_rate,normalized_mean_rate,symbol_count
2024-01-01 00:00:00+0000,0.0002924364947683109,0.0010698481614349776,223
2024-01-02 00:00:00+0000,0.0005410318983557549,0.0020641275784753364,223
2024-01-03 00:00:00+0000,0.00025652823703703703,0.0009717367111111111,225
2024-01-04 00:00:00+0000,7.067741481481482e-05,0.0002729238222222223,225
2024-01-05 00:00:00+0000,7.457753333333334e-05,0.00027773582222222226,225
2024-01-06 00:00:00+0000,1.815351111111112e-05,-1.170537777777773e-05,225
2024-01-07 00:00:00+0000,3.545438518518518e-05,0.0001215423555555556,225
2024-01-08 00:00:00+0000,-4.9845992592592586e-05,-0.00023996831111111104,225
2024-01-09 00:00:00+0000,5.822696296296301e-06,-6.848639999999997e-05,225
2024-01-10 00:00:00+0000,1.770684444444445e-05,8.942266666666671e-05,225
2024-01-11 00:00:00+0000,8.815670370370371e-05,0.0003352683111111111,225
2024-01-12 00:00:00+0000,9.321402962962962e-05,0.0003560537333333334,225
2024-01-13 00:00:00+0000,6.424212592592594e-05,0.00019727800000000003,225
2024-01-14 00:00:00+0000,7.866967407407408e-05,0.0002636135555555556,225
2024-01-15 00:00:00+0000,8.439385185185185e-05,0.0003237537777777778,225
2024-01-16 00:00:00+0000,7.652204444444445e-05,0.0003010100444444445,225
2024-01-17 00:00:00+0000,9.991741887905605e-05,0.0003970408849557522,226
2024-01-18 00:00:00+0000,7.369135829662262e-05,0.00023489546255506607,227
2024-01-19 00:00:00+0000,5.197887918486172e-05,0.00015840733624454154,229
2024-01-20 00:00:00+0000,-0.0001102301601164483,-0.000730078558951965,229
2024-01-21 00:00:00+0000,-1.3432416302765646e-05,-0.00024687991266375537,229
2024-01-22 00:00:00+0000,5.312280931586609e-05,0.00018046698689956335,229
2024-01-23 00:00:00+0000,5.037356521739131e-05,0.0001915220434782609,230
2024-01-24 00:00:00+0000,3.0729637681159426e-05,5.083056521739135e-05,230
2024-01-25 00:00:00+0000,-7.642032467532467e-05,-0.0005520064935064936,231
2024-01-26 00:00:00+0000,-3.7101486291486296e-05,-0.0003635869264069263,231
2024-01-27 00:00:00+0000,5.9562085137085136e-05,0.00016968770562770567,231
2024-01-28 00:00:00+0000,7.336275613275613e-05,0.00025986064935064936,231
2024-01-29 00:00:00+0000,7.428248917748918e-05,0.0002801575757575758,231
2024-01-30 00:00:00+0000,8.561255747126437e-05,0.0003508502155172414,232
2024-01-31 00:00:00+0000,0.00010580289886039886,0.0004225181196581197,234
2024-02-01 00:00:00+0000,8.286804843304843e-05,0.0003408077777777778,234
2024-02-02 00:00:00+0000,8.338751424501425e-05,0.0003348970512820513,234
2024-02-03 00:00:00+0000,9.181996438746439e-05,0.00035045905982905985,234
2024-02-04 00:00:00+0000,7.685726495726496e-05,0.00031057269230769236,234
2024-02-05 00:00:00+0000,6.130231205673759e-05,0.00022611953191489364,235
2024-02-06 00:00:00+0000,5.447801418439716e-05,0.00017358919148936176,235
2024-02-07 00:00:00+0000,7.815843881856543e-06,2.7457130801687805e-05,237
2024-02-08 00:00:00+0000,2.4525232067510557e-05,0.00015846755274261608,237
2024-02-09 00:00:00+0000,7.022875527426161e-05,0.00031040438818565405,237
2024-02-10 00:00:00+0000,5.291854430379748e-05,0.00026073434599156124,237
2024-02-11 00:00:00+0000,9.02243741209564e-05,0.0003991036286919831,237
2024-02-12 00:00:00+0000,0.00010995250351617441,0.0004543321518987342,237
2024-02-13 00:00:00+0000,0.00014074487341772152,0.0006061667510548524,237
2024-02-14 00:00:00+0000,0.00012867590014064697,0.0006138030801687765,237
2024-02-15 00:00:00+0000,0.00029625433192686357,0.00120926223628692,237
2024-02-16 00:00:00+0000,0.0002916136146272855,0.0011813970042194094,237
2024-02-17 00:00:00+0000,0.00012527645569620252,0.0004158304219409283,237
2024-02-18 00:00:00+0000,0.00024520912095639944,0.0009725995780590717,237
2024-02-19 00:00:00+0000,0.00035384900140646977,0.0014504989029535864,237
2024-02-20 00:00:00+0000,0.0003209512482566248,0.0012678331799163178,239
2024-02-21 00:00:00+0000,0.00015001914225941422,0.0006349207949790795,239
2024-02-22 00:00:00+0000,0.00018232560416666665,0.0007477888750000001,240
2024-02-23 00:00:00+0000,0.00021556877777777778,0.000899057875,240
2024-02-24 00:00:00+0000,5.6984479166666674e-05,4.271620833333327e-05,240
2024-02-25 00:00:00+0000,0.0001916137986111111,0.0007326637916666666,240
2024-02-26 00:00:00+0000,0.0003785358333333333,0.0015675303333333333,240
2024-02-27 00:00:00+0000,0.0005366726944444445,0.002204003375,240
2024-02-28 00:00:00+0000,0.0005151854930555555,0.002142614625,240
2024-02-29 00:00:00+0000,0.0005852357952973722,0.0023547975103734436,241
2024-03-01 00:00:00+0000,0.0005259090013774105,0.002178498429752066,242
2024-03-02 00:00:00+0000,0.0008994002892561984,0.003715802396694215,242
2024-03-03 00:00:00+0000,0.0008482487052341598,0.003472623760330578,242
2024-03-04 00:00:00+0000,0.0008476951033057851,0.0034902888429752064,242
2024-03-05 00:00:00+0000,0.001141059834710744,0.004643240454545454,242
2024-03-06 00:00:00+0000,0.00024811012396694213,0.0010148927272727272,242
2024-03-07 00:00:00+0000,0.0004378459917355372,0.0018343090082644628,242
2024-03-08 00:00:00+0000,0.0007544126928374656,0.003179055082644628,242
2024-03-09 00:00:00+0000,0.0009140337052341598,0.0038463203719008264,242
2024-03-10 00:00:00+0000,0.0008990024104683196,0.00372430694214876,242
2024-03-11 00:00:00+0000,0.000663628567493113,0.002749302396694215,242
2024-03-12 00:00:00+0000,0.0006697612345679012,0.0027366981069958845,243
2024-03-13 00:00:00+0000,0.0007208059863945579,0.0029227990408163267,245
2024-03-14 00:00:00+0000,0.0008265959387755102,0.003407366367346939,245
2024-03-15 00:00:00+0000,0.0005040365853658537,0.0020942898780487804,246
2024-03-16 00:00:00+0000,0.00022531621273712738,0.0009298282113821138,246
2024-03-17 00:00:00+0000,0.00013530988482384824,0.0005751140650406504,246
2024-03-18 00:00:00+0000,0.00020080082998661313,0.0008411552208835342,249
2024-03-19 00:00:00+0000,0.00011340194109772423,0.00045323955823293175,249
2024-03-20 00:00:00+0000,8.617238955823294e-05,0.0003353881526104418,249
2024-03-21 00:00:00+0000,0.00011463458500669344,0.00046240526104417677,249
2024-03-22 00:00:00+0000,0.00013696151271753684,0.0005716138554216868,249
2024-03-23 00:00:00+0000,0.00013610544176706826,0.0005758850200803212,249
2024-03-24 00:00:00+0000,0.0001567923360107095,0.0006525599196787148,249
2024-03-25 00:00:00+0000,0.00023589842704149934,0.0009798330120481928,249
2024-03-26 00:00:00+0000,0.0003234385876840696,0.001407814859437751,249
2024-03-27 00:00:00+0000,0.000394460187416332,0.001639933935742972,249
2024-03-28 00:00:00+0000,0.0004487319733333333,0.0018392827999999999,250
2024-03-29 00:00:00+0000,0.0005411949666666667,0.00224679844,250
2024-03-30 00:00:00+0000,0.0005993427066666667,0.0024914401999999998,250
2024-03-31 00:00:00+0000,0.0006046184333333333,0.0025354402,250
2024-04-01 00:00:00+0000,0.0005339328637566137,0.0022722438095238097,252
2024-04-02 00:00:00+0000,0.0001987121212121212,0.0007796584189723321,253
2024-04-03 00:00:00+0000,0.00012512301054018446,0.0005144988537549407,253
2024-04-04 00:00:00+0000,0.0001514006389986825,0.0005975739920948617,253
2024-04-05 00:00:00+0000,0.00012010063241106719,0.00044336636363636364,253
2024-04-06 00:00:00+0000,0.0001424864953886693,0.0006047581027667984,253
2024-04-07 00:00:00+0000,0.0001628265744400527,0.0006931674703557312,253
2024-04-08 00:00:00+0000,0.00022271994729907774,0.0009310010276679842,253
2024-04-09 00:00:00+0000,0.00026099390419947506,0.0011103870472440945,254
2024-04-10 00:00:00+0000,0.0001523691469816273,0.0006361286614173228,254
2024-04-11 00:00:00+0000,0.00014596620734908135,0.0005982398425196851,254
2024-04-12 00:00:00+0000,1.668598692810459e-05,-3.3743058823529407e-05,255
2024-04-13 00:00:00+0000,-1.6938274509803915e-05,-0.0001833531764705882,255
2024-04-14 00:00:00+0000,-0.00014809632679738563,-0.0006311318823529412,255
2024-04-15 00:00:00+0000,-2.6763065359477122e-05,-0.00011454019607843135,255
2024-04-16 00:00:00+0000,2.358713071895425e-05,7.760360784313727e-05,255
2024-04-17 00:00:00+0000,2.234218750000003e-06,-1.5886796874999984e-05,256
2024-04-18 00:00:00+0000,4.956484375000002e-06,-0.00017601656249999998,256
2024-04-19 00:00:00+0000,-1.2605486381322957e-05,-0.0001231779377431906,257
2024-04-20 00:00:00+0000,1.675601815823606e-05,3.3079494163424156e-05,257
2024-04-21 00:00:00+0000,1.8923540856031133e-05,1.1460272373540887e-05,257
2024-04-22 00:00:00+0000,3.0470402075226986e-05,6.730287937743194e-05,257
2024-04-23 00:00:00+0000,4.0759425064599486e-05,0.00012172949612403104,258
2024-04-24 00:00:00+0000,3.717846253229975e-05,0.00013550569767441863,258
2024-04-25 00:00:00+0000,-7.699879134860044e-06,-6.657965648854958e-05,262
2024-04-26 00:00:00+0000,-3.5152531328320796e-05,-6.651033834586463e-05,266
2024-04-27 00:00:00+0000,-0.0001584741729323308,-0.0006255407142857143,266
2024-04-28 00:00:00+0000,-4.902499999999999e-05,-0.000276911954887218,266
2024-04-29 00:00:00+0000,3.267338951310862e-05,0.00011700224719101127,267
2024-04-30 00:00:00+0000,2.133799625468165e-05,6.516397003745322e-05,267
2024-05-01 00:00:00+0000,7.807784019975034e-06,1.4748614232209749e-05,267
2024-05-02 00:00:00+0000,4.863346441947566e-05,0.0001885994007490637,267
2024-05-03 00:00:00+0000,5.426398876404494e-05,0.0001934704868913858,267
2024-05-04 00:00:00+0000,7.01929088639201e-05,0.00028030400749063674,267
2024-05-05 00:00:00+0000,6.110832709113608e-05,0.0002226006741573034,267
2024-05-06 00:00:00+0000,7.803377652933833e-05,0.0003154429962546817,267
2024-05-07 00:00:00+0000,6.212955680399502e-05,0.00023624812734082402,267
2024-05-08 00:00:00+0000,7.209729397293974e-05,0.0002875456457564576,271
2024-05-09 00:00:00+0000,6.674078431372549e-05,0.0002583005882352941,272
2024-05-10 00:00:00+0000,6.907351102941177e-05,0.00028142132352941177,272
2024-05-11 00:00:00+0000,3.411781862745099e-05,0.00016167772058823534,272
2024-05-12 00:00:00+0000,-1.0001881127450975e-05,-0.00014293661764705885,272
2024-05-13 00:00:00+0000,1.5303990267639904e-05,2.5850729927007676e-06,274
2024-05-14 00:00:00+0000,3.1574607487922704e-05,0.00012287710144927538,276
2024-05-15 00:00:00+0000,3.493743357487923e-05,0.00014399858695652177,276
2024-05-16 00:00:00+0000,7.317720878136201e-05,0.0002823223207885305,279
2024-05-17 00:00:00+0000,5.4468708482676234e-05,0.00016282959856630828,279
2024-05-18 00:00:00+0000,8.80747550776583e-05,0.00034991910394265236,279
2024-05-19 00:00:00+0000,6.958547192353644e-05,0.0002509351612903226,279
2024-05-20 00:00:00+0000,7.00373476702509e-05,0.00026345304659498213,279
2024-05-21 00:00:00+0000,0.00010107310794780547,0.0004206984697508897,281
2024-05-22 00:00:00+0000,0.00010530489916963227,0.00043933868327402135,281
2024-05-23 00:00:00+0000,0.00010482208778173192,0.00043386064056939505,281
2024-05-24 00:00:00+0000,4.593723013048636e-05,0.00018395975088967976,281
2024-05-25 00:00:00+0000,9.418221826809017e-05,0.0004043199644128114,281
2024-05-26 00:00:00+0000,0.00010575098457888494,0.000437411565836299,281
