symbol,funding_interval_minutes,funding_events_per_day,mean_rate_per_interval,mean_abs_rate_per_interval,std_rate_per_interval,mean_daily_rate,mean_daily_abs_rate,std_daily_rate,max_abs_rate,count,positive_count,negative_count,positive_pct,mean_positive,mean_negative,first_date,last_date,sharpe_ratio,annual_return
BADGERUSDT,240,6.0,0.008747735262593783,0.017838362272240085,0.05073270552852553,0.052486411575562684,0.10703017363344051,0.3043962331711533,1.2630540000000001,1866,1758,108,94.21221864951768,0.014109686575654153,-0.07853291666666666,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.3516146455506909,21.109528491084983
BAKEUSDT,480,3.0,0.018755226728723404,0.019056236037234043,0.024323486951767517,0.05626568018617022,0.057168708111702125,0.07297046085530255,0.20222500000000002,1504,1493,11,99.2686170212766,0.019045023442732754,-0.020578090909090907,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.783450007600546,22.79080855267739
BALUSDT,480,3.0,0.009007844414893617,0.01821975265957447,0.04517419300284341,0.027023533244680847,0.0546592579787234,0.13552257900853018,0.776695,1504,1435,69,95.4122340425532,0.014268399303135889,-0.10039644927536234,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.4033221502911554,10.364967186994335
BANANAS31USDT,240,6.0,0.004783325342465755,0.0051139349315068505,0.002504411770549914,0.02869995205479452,0.03068360958904109,0.015026470623299485,0.034293000000000004,292,289,3,98.97260273972603,0.005000000000000001,-0.016089666666666665,2025-03-28 12:00:00+00:00,2025-05-16 00:00:00+00:00,2.0419704904932385,11.042163614698453
BANANAUSDT,240,6.0,-0.0022868575949367086,0.019982265822784808,0.06678689605013378,-0.013721145569620253,0.11989359493670886,0.4007213763008026,1.5,1264,1007,257,79.66772151898735,0.011105757696127112,-0.05476298054474708,2024-07-19 16:00:00+00:00,2025-05-16 00:00:00+00:00,0.29919440795369595,-4.885201396284955
BANDUSDT,480,3.0,0.012622104388297875,0.014380849069148938,0.020306184121065766,0.03786631316489362,0.04314254720744681,0.0609185523631973,0.450859,1504,1441,63,95.81117021276596,0.014091756419153363,-0.020993269841269844,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.7082004665874251,14.818895781591523
BANKUSDT,240,6.0,-0.07926434782608695,0.08363134782608697,0.15916741804419052,-0.4755860869565217,0.5017880869565217,0.955004508265143,0.575408,46,21,25,45.65217391304348,0.004782904761904762,-0.14986404,2025-05-08 12:00:00+00:00,2025-05-16 00:00:00+00:00,0.5254300713910426,-82.4484895740625
BANUSDT,120,12.0,-0.026588046794871797,0.0372141467948718,0.24146737576214267,-0.3190565615384615,0.4465697615384615,2.8976085091457118,4.0,1560,1406,154,90.12820512820512,0.005894991465149361,-0.32315396753246756,2024-11-18 16:00:00+00:00,2025-05-16 00:00:00+00:00,0.15411666556367257,-68.85193955164264
BATUSDT,480,3.0,0.01174251396276596,0.014651410239361704,0.02129654798267818,0.03522754188829787,0.04395423071808511,0.06388964394803455,0.43796599999999997,1504,1412,92,93.88297872340425,0.014056820821529748,-0.023777065217391306,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.6879711327525293,13.718724584513353
BBUSDT,240,6.0,0.005648162790697675,0.008457718194254447,0.010257315957590317,0.03388897674418604,0.05074630916552667,0.06154389574554191,0.152243,1462,1309,153,89.53488372093024,0.007877310160427808,-0.013423431372549019,2024-05-14 16:00:00+00:00,2025-05-16 00:00:00+00:00,0.8245547109227744,13.164667941750995
BCHPERP,240,6.0,-0.003086255319148936,0.010640382978723401,0.018011894017139034,-0.01851753191489361,0.06384229787234043,0.1080713641028342,0.079255,94,72,22,76.59574468085107,0.004931166666666668,-0.029325090909090912,2025-04-30 12:00:00+00:00,2025-05-16 00:00:00+00:00,0.5907420379333044,-6.536130811684604
BCHUSDT,480,3.0,0.001105265292553192,0.01331124534574468,0.018344887693191633,0.003315795877659572,0.03993373603723404,0.0550346630795749,0.095451,1504,887,617,58.97606382978723,0.012222340473506201,-0.014876656401944894,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.725610620700878,1.217598534432196
BEAMUSDT,240,6.0,0.014108636194029852,0.020902331467661694,0.036899898923862536,0.08465181716417909,0.12541398880597013,0.2213993935431752,0.665526,1608,1426,182,88.68159203980099,0.01973970406732118,-0.03001170879120879,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.566460399005172,36.185593587793896
BELUSDT,480,3.0,0.012228034574468088,0.019346469414893618,0.042061999863903674,0.036684103723404256,0.05803940824468085,0.126185999591711,0.8838560000000001,1504,1422,82,94.54787234042553,0.016697627988748243,-0.06528125609756098,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.45995124999979303,14.32469607719289
BERAUSDT,120,12.0,-0.02255192972057578,0.024055921253175277,0.0547598645663939,-0.27062315664690945,0.2886710550381033,0.6571183747967267,0.66,1181,367,814,31.07535986452159,0.00241991008174387,-0.03381073218673219,2025-02-06 16:00:00+00:00,2025-05-16 00:00:00+00:00,0.43929840666440184,-62.80937644102419
BICOUSDT,480,3.0,0.011866027925531914,0.013386070478723405,0.016182136519997836,0.03559808377659575,0.0401582114361702,0.04854640955999351,0.147287,1504,1401,103,93.15159574468085,0.013554302640970736,-0.01109778640776699,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.8272128011144224,13.87257617927582
BIGTIMEUSDT,240,6.0,0.013947860664523045,0.019311648445873526,0.04333466285120678,0.08368716398713827,0.11586989067524116,0.26000797710724066,0.872141,1866,1779,87,95.33762057877814,0.017443014052838674,-0.05752200000000001,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.44563975291977465,35.70733130021062
BIOUSDT,240,6.0,-0.00012714716981132042,0.015834207547169812,0.035916422539224405,-0.0007628830188679265,0.09500524528301886,0.21549853523534646,0.444754,530,457,73,86.22641509433963,0.009108032822757113,-0.057941904109589035,2024-12-25 08:00:00+00:00,2025-05-16 00:00:00+00:00,0.44086260344769124,-0.278066042232028
BLASTUSDT,480,3.0,-0.027901588842975205,0.041848799586776855,0.07041238181941659,-0.0837047665289256,0.1255463987603306,0.21123714545824976,0.547463,968,518,450,53.51239669421488,0.013031756756756758,-0.07502041777777776,2024-06-27 16:00:00+00:00,2025-05-16 00:00:00+00:00,0.5943386447870003,-26.335584883498775
BLURUSDT,480,3.0,0.006547642287234045,0.015785009308510636,0.029765149693388532,0.019642926861702124,0.04735502792553191,0.08929544908016561,0.6494800000000001,1504,1232,272,81.91489361702128,0.013631618506493507,-0.02553860294117647,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.5303184923009749,7.432186825795384
BMTUSDT,240,6.0,-0.02207599738903394,0.029204702349869452,0.15053900566440145,-0.1324559843342037,0.17522821409921668,0.9032340339864088,1.875,383,280,103,73.10704960835508,0.004875525,-0.0953422718446602,2025-03-13 08:00:00+00:00,2025-05-16 00:00:00+00:00,0.19400089844472512,-38.35541621946722
BNBPERP,480,3.0,0.004383481382978725,0.012767231382978726,0.016960969929314174,0.013150444148936168,0.038301694148936166,0.05088290978794252,0.125612,1504,1280,224,85.1063829787234,0.010076043750000003,-0.028145446428571436,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.7527418205554812,4.916642231914681
BNBUSDT,480,3.0,0.000963813164893617,0.015558983377659576,0.023366253306051042,0.0028914394946808514,0.04667695013297871,0.07009875991815312,0.134083,1504,1017,487,67.61968085106383,0.012217446411012781,-0.022537100616016426,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.6658741208471938,1.0609487259346073
BNTUSDT,480,3.0,0.009438460771276597,0.012787732047872343,0.019424772125464035,0.02831538231382978,0.038363196143617016,0.05827431637639211,0.332527,1504,1388,116,92.2872340425532,0.012041856628242075,-0.02171251724137931,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.6583208268944805,10.886449702124622
BOBAUSDT,480,3.0,0.008107907579787237,0.02089393683510639,0.056570477935007565,0.0243237227393617,0.06268181050531915,0.16971143380502274,1.21241,1504,1364,140,90.69148936170212,0.015989286656891498,-0.06867924285714286,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.369343473801139,9.283014248563948
BOMEUSDT,240,6.0,0.009224188185140075,0.010950750913520097,0.01968066467554404,0.055345129110840434,0.06570450548112058,0.11808398805326424,0.41042300000000004,1642,1473,169,89.7076735688185,0.011244823489477258,-0.008387621301775148,2024-03-15 16:00:00+00:00,2025-05-16 00:00:00+00:00,0.5564218025180789,22.37915173269782
BRETTUSDT,240,6.0,0.00696340567282322,0.012504590369393137,0.054199437067927216,0.04178043403693931,0.07502754221635884,0.32519662240756336,1.5,1516,1375,141,90.69920844327177,0.010732175272727273,-0.029788780141843975,2024-04-26 16:00:00+00:00,2025-05-16 00:00:00+00:00,0.2307143956812937,16.47037185363591
BROCCOLIUSDT,240,6.0,-0.027326732965009204,0.04102620257826889,0.13934468036478326,-0.16396039779005525,0.24615721546961325,0.8360680821886994,1.3886269999999998,543,423,120,77.90055248618785,0.008792921985815603,-0.15464851666666668,2025-02-14 16:00:00+00:00,2025-05-16 00:00:00+00:00,0.29442245280457424,-45.060994323637026
BRUSDT,240,6.0,-0.0002595575221238926,0.009245221238938055,0.023188831362478794,-0.001557345132743364,0.055471327433628315,0.13913298817487277,0.21484799999999998,339,297,42,87.61061946902655,0.005128181818181819,-0.03835857142857143,2025-03-20 16:00:00+00:00,2025-05-16 00:00:00+00:00,0.3986928489159436,-0.5668228625517413
BSVUSDT,240,6.0,0.008883908896034298,0.01121399785637728,0.015061873109084477,0.05330345337620578,0.06728398713826364,0.09037123865450686,0.173544,1866,1742,124,93.35476956055734,0.010764263490241103,-0.017532040322580645,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.7445287697725737,21.471049208562775
BSWUSDT,240,6.0,0.005014742229367633,0.019301346730975354,0.07203210276978968,0.03008845337620579,0.11580808038585207,0.432192616618738,2.0,1866,1735,131,92.97963558413718,0.013076029394812682,-0.10175116030534351,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.2679547866686789,11.60619086679191
BTCPERP,480,3.0,0.009038050531914895,0.009986275265957448,0.009597391726585544,0.027114151595744682,0.029958825797872346,0.028792175179756633,0.08541599999999999,1504,1351,153,89.82712765957447,0.01058941006661732,-0.004660555555555556,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,1.0405197110267643,10.40146732623306
BTCUSDT,480,3.0,0.009120339760638299,0.01020356316489362,0.012532388171070219,0.027361019281914898,0.03061068949468085,0.03759716451321066,0.112788,1504,1299,204,86.36968085106383,0.011186739799846036,-0.003993058823529413,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.8141754808111941,10.500964170603577
C98USDT,480,3.0,0.013858255984042556,0.015126769281914896,0.018309674890844292,0.04157476795212765,0.04538030784574468,0.054929024672532877,0.164769,1504,1411,93,93.81648936170212,0.015447724309000708,-0.010257225806451614,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.826162636534797,16.383008939733013
CAKEUSDT,240,6.0,0.009519738478027867,0.011716834941050375,0.016324907862421648,0.05711843086816721,0.07030100964630225,0.09794944717452991,0.14002,1866,1690,176,90.56806002143622,0.011724096449704144,-0.011647107954545453,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.7177274775327454,23.173378040844494
CARVUSDT,240,6.0,-0.16235019009216592,0.17086603341013826,0.3429211712242755,-0.9741011405529955,1.0251962004608295,2.0575270273456527,4.0,868,335,533,38.594470046082954,0.01103246567164179,-0.27132427954971855,2024-10-16 16:00:00+00:00,2025-05-16 00:00:00+00:00,0.49826621319448766,-97.1925662613337
CATIUSDT,240,6.0,0.007382569356300998,0.008171671804170446,0.00944932873034501,0.044295416137805986,0.049030030825022664,0.05669597238207005,0.10104,1103,1063,40,96.37352674524026,0.008069768579492004,-0.010879750000000002,2024-09-11 08:00:00+00:00,2025-05-16 00:00:00+00:00,0.8647886042876703,17.543991284946593
CELOUSDT,480,3.0,0.01033289295212766,0.014049630984042553,0.019275848774461056,0.030998678856382973,0.04214889295212766,0.05782754632338317,0.178815,1504,1283,221,85.30585106382979,0.014291237724084178,-0.012647,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.7288722353257503,11.97748571455326
CELRUSDT,480,3.0,0.01495603856382979,0.015095680851063832,0.02001359710949832,0.04486811569148936,0.045287042553191485,0.06004079132849496,0.216018,1504,1494,10,99.33510638297872,0.015126434404283802,-0.010501100000000001,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.7542712471162677,17.789847029743378
CETUSUSDT,240,6.0,0.013903436363636367,0.016185846590909093,0.033055525076264934,0.08342061818181819,0.09711507954545456,0.19833315045758954,0.8390369999999999,1760,1688,72,95.9090909090909,0.01568635604265403,-0.027896124999999997,2024-02-05 08:00:00+00:00,2025-05-16 00:00:00+00:00,0.4896563147481546,35.57547701732005
CFXUSDT,480,3.0,0.01575586170212766,0.015791416223404256,0.017668682419465884,0.04726758510638297,0.04737424867021276,0.05300604725839766,0.16825500000000002,1504,1498,6,99.60106382978722,0.015836817757009347,-0.004456166666666667,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.893751772118932,18.825509448016685
CGPTUSDT,120,12.0,-0.0027675743691899053,0.007624583665338648,0.04668970716639626,-0.0332108924302789,0.09149500398406372,0.5602764859967552,0.66,1506,1458,48,96.81274900398407,0.0025084554183813453,-0.16302697916666667,2025-01-10 12:00:00+00:00,2025-05-16 00:00:00+00:00,0.16330330876065646,-11.417856640738421
CHESSUSDT,240,6.0,0.007113038086802481,0.007170938883968114,0.005420506216494143,0.042678228520814876,0.04302563330380867,0.032523037298964864,0.087175,1129,1123,6,99.46855624446412,0.0071801469278717734,-0.0054475,2024-09-02 16:00:00+00:00,2025-05-16 00:00:00+00:00,1.3229278959495607,16.852503823165232
CHILLGUYUSDT,240,6.0,0.010147377952755906,0.010453319460067492,0.02115510977497458,0.060884267716535434,0.06271991676040495,0.12693065864984748,0.247052,889,859,30,96.62542182227222,0.010660081490104775,-0.004533033333333335,2024-11-21 16:00:00+00:00,2025-05-16 00:00:00+00:00,0.494127403320461,24.877110756838118
CHRUSDT,480,3.0,0.015145528590425533,0.015421644281914896,0.019951363885877586,0.04543658577127659,0.04626493284574468,0.05985409165763276,0.203543,1504,1488,16,98.93617021276596,0.01544792607526882,-0.0129774375,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.7729619072724637,18.034394244316985
CHZUSDT,480,3.0,-0.00010708643617021371,0.01991258244680851,0.046450249188608315,-0.0003212593085106384,0.05973774734042553,0.13935074756582497,0.8998839999999999,1504,1096,408,72.87234042553192,0.013589172445255471,-0.03689899754901961,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.42868623515785065,-0.11719111347899824
CKBUSDT,480,3.0,0.005635108377659576,0.023967043218085106,0.08142554340432845,0.016905325132978728,0.07190112965425531,0.24427663021298532,1.5,1504,1396,108,92.81914893617021,0.0159461446991404,-0.1276445833333333,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.29434305521393744,6.364237601742784
CLANKERUSDT,240,6.0,-0.006175500000000004,0.019627801886792452,0.1110014116664631,-0.03705300000000005,0.11776681132075464,0.6660084699987787,1.117109,106,102,4,96.22641509433963,0.00698992156862745,-0.34189375,2025-04-28 12:00:00+00:00,2025-05-16 00:00:00+00:00,0.1768247952176503,-12.65186600848539
CLOUDUSDT,480,3.0,-0.025006262749445674,0.05003744013303769,0.1664390157787641,-0.07501878824833703,0.1501123203991131,0.49931704733629245,2.6160780000000003,902,776,126,86.0310421286031,0.014547759020618558,-0.2686088095238095,2024-07-19 16:00:00+00:00,2025-05-16 00:00:00+00:00,0.3006352801289633,-23.960811176969866
COMPUSDT,480,3.0,0.004808788563829789,0.01611498936170213,0.051257694119338275,0.01442636569148936,0.04834496808510638,0.15377308235801482,1.5,1504,1191,313,79.18882978723404,0.01321131905961377,-0.027163779552715654,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.3143916174649444,5.406322801472374
COOKIEUSDT,240,6.0,-0.009847767511177347,0.020134086438152007,0.07830645489096442,-0.05908660506706406,0.12080451862891206,0.46983872934578647,0.66,671,573,98,85.39493293591654,0.006022792321116929,-0.10264195918367347,2025-01-07 08:00:00+00:00,2025-05-16 00:00:00+00:00,0.2571191157381233,-19.404699811723315
COOKUSDT,480,3.0,0.011878549494949497,0.0137644,0.019481236320209275,0.03563564848484849,0.041293199999999995,0.0584437089606278,0.200556,495,479,16,96.76767676767678,0.013249749478079333,-0.02917175,2024-12-02 08:00:00+00:00,2025-05-16 00:00:00+00:00,0.7065465339959565,13.888184893854948
COREUSDT,480,3.0,0.0047803710106382995,0.015222570478723406,0.03550453213967295,0.014341113031914892,0.045667711436170204,0.10651359641901886,1.085249,1504,1154,350,76.72872340425532,0.01303484575389948,-0.02243581142857143,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.4287500654518869,5.373533101597872
COSUSDT,240,6.0,-0.0019492796208530787,0.015725569397427218,0.044770852473958206,-0.011695677725118477,0.09435341638456331,0.2686251148437492,0.633896,1477,1338,139,90.58903182125931,0.007603729446935727,-0.09390558273381297,2024-05-09 16:00:00+00:00,2025-05-16 00:00:00+00:00,0.3512456995670183,-4.179325976297788
COTIUSDT,480,3.0,0.019266559840425534,0.023416102393617022,0.05150176113773036,0.057799679521276584,0.07024830718085105,0.15450528341319109,0.806921,1504,1466,38,97.47340425531915,0.021894517053206008,-0.08211726315789473,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.4546660517296816,23.47986052154947
COWUSDT,120,12.0,-0.0038755416370106744,0.012694324555160143,0.06506895605117946,-0.046506499644128146,0.15233189466192168,0.7808274726141534,0.8,1405,1277,128,90.88967971530249,0.004851366483946752,-0.0909400859375,2024-11-08 16:00:00+00:00,2025-05-16 00:00:00+00:00,0.19509033686010765,-15.615648305401708
CPOOLUSDT,240,6.0,0.0025551792452830195,0.006831787735849059,0.015150168127583147,0.015331075471698109,0.04099072641509433,0.0909010087654989,0.188891,424,402,22,94.81132075471697,0.004950340796019901,-0.04121095454545455,2025-03-06 12:00:00+00:00,2025-05-16 00:00:00+00:00,0.4509380805755391,5.754917960736106
CROUSDT,480,3.0,0.015779952127659574,0.02043008643617021,0.034881067275412105,0.047339856382978725,0.06129025930851063,0.1046432018262363,0.433415,1504,1371,133,91.15691489361703,0.019861377826404087,-0.026292488721804508,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.585707033413267,18.85684375848571
CRVPERP,240,6.0,0.003965989361702129,0.005485372340425531,0.0050523417151195574,0.023795936170212775,0.0329122340425532,0.030314050290717334,0.032753,94,89,5,94.68085106382979,0.004991168539325843,-0.014282199999999997,2025-04-30 12:00:00+00:00,2025-05-16 00:00:00+00:00,1.0857088949486726,9.072742349609285
CRVUSDT,480,3.0,0.010713375664893618,0.01326522805851064,0.016138526730150846,0.03214012699468085,0.039795684175531906,0.04841558019045253,0.10893800000000001,1504,1316,188,87.5,0.01370205927051672,-0.010207409574468087,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.8219602867297571,12.444841263750428
CTCUSDT,240,6.0,0.0032451486531426678,0.010329814432989694,0.027095734204778284,0.019470891918856002,0.06197888659793814,0.16257440522866973,0.434362,3007,2694,313,89.59095443964084,0.007576079064587973,-0.034031293929712464,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.3812339741348675,7.364761554462218
CTKUSDT,240,6.0,-0.015417686987104337,0.030370919499804614,0.12267484817742187,-0.092506121922626,0.1822255169988277,0.7360490890645314,3.0,2559,1998,561,78.07737397420867,0.009575906406406407,-0.10443230303030304,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.2475725052936673,-28.66646365135679
CTSIUSDT,480,3.0,0.01008578656914894,0.016229354388297874,0.033585259950704764,0.03025735970744681,0.048688063164893616,0.10075577985211427,0.730631,1504,1394,110,92.68617021276596,0.014195829268292685,-0.04199966363636364,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.4832284880962285,11.674997435268297
CVCUSDT,480,3.0,-0.012820150265957446,0.03662690425531915,0.1669018157768437,-0.038460450797872345,0.10988071276595746,0.5007054473305311,2.0,1504,1260,244,83.77659574468085,0.014208475396825402,-0.15239420081967214,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.21945180215589266,-13.099608439340471
CVXUSDT,240,6.0,0.0012700019984012794,0.020726342525979217,0.10396512386332461,0.007620011990407675,0.12435805515587531,0.6237907431799476,2.0,2502,2343,159,93.64508393285371,0.011744527102005978,-0.15308101886792455,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.1993586094624062,2.8202347898355518
CYBERUSDT,240,6.0,0.003888462486602358,0.013719969453376207,0.02439702318568232,0.023330774919614147,0.08231981672025723,0.14638213911409392,0.232275,1866,1550,315,83.06538049303323,0.010599140000000002,-0.0291199873015873,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.5623624386039002,8.887755114147167
DARKUSDT,240,6.0,0.007176122807017544,0.007891684210526316,0.010978934122339065,0.043056736842105266,0.04735010526315789,0.06587360473403439,0.087997,114,113,1,99.12280701754386,0.007600575221238939,-0.040787000000000004,2025-04-27 04:00:00+00:00,2025-05-16 00:00:00+00:00,0.7188024012703511,17.01398432646295
DASHUSDT,480,3.0,0.016015253989361704,0.01602142287234043,0.019032104024554086,0.048045761968085104,0.04806426861702127,0.057096312073662246,0.177099,1504,1502,2,99.86702127659575,0.016039667776298273,-0.0023195,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.8418103879461011,19.16333350024302
DATAUSDT,480,3.0,0.010109132313829788,0.018172802526595748,0.04042633642985103,0.030327396941489358,0.054518407579787244,0.12127900928955311,0.614246,1504,1450,54,96.4095744680851,0.014667596551724138,-0.11229407407407407,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.4495288005661786,11.703540575991322
DBRUSDT,480,3.0,-0.01623927056962025,0.04305065031645569,0.15264820205118423,-0.04871781170886076,0.1291519509493671,0.45794460615355276,2.0,632,533,99,84.33544303797468,0.01589567729831145,-0.18924863636363637,2024-10-17 16:00:00+00:00,2025-05-16 00:00:00+00:00,0.28202526946252826,-16.29431936674386
DEEPUSDT,480,3.0,-0.03192319778481013,0.04410871044303798,0.10415450317019992,-0.09576959335443037,0.13232613132911394,0.3124635095105997,1.43812,632,382,249,60.44303797468354,0.010080162303664923,-0.09649029317269076,2024-10-17 16:00:00+00:00,2025-05-16 00:00:00+00:00,0.4234930713553451,-29.511915759070007
DEGENUSDT,240,6.0,0.009449969201759901,0.011752625392834696,0.022182354807673516,0.05669981521055938,0.07051575235700817,0.1330941288460411,0.566885,1591,1484,107,93.27467001885607,0.011365676549865231,-0.017119280373831775,2024-04-01 16:00:00+00:00,2025-05-16 00:00:00+00:00,0.5298186551758303,22.98542621738573
DENTUSDT,480,3.0,0.015856041223404258,0.01662008909574468,0.020297554544689376,0.04756812367021276,0.049860267287234035,0.06089266363406812,0.14500400000000002,1504,1462,42,97.20744680851064,0.016704548563611494,-0.013680095238095238,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.8188222408345807,18.95586663609654
DEXEUSDT,240,6.0,-0.004117581861958265,0.017645493579454257,0.11593822340148087,-0.02470549117174959,0.10587296147672551,0.6956293404088852,3.0,1246,1188,58,95.34510433386838,0.007094182659932662,-0.23376544827586207,2024-07-25 16:00:00+00:00,2025-05-16 00:00:00+00:00,0.15219737772201247,-8.62389579839663
DGBUSDT,480,3.0,0.010962121675531917,0.01581361635638298,0.028155355827283852,0.03288636502659575,0.04744084906914894,0.08446606748185158,0.5352250000000001,1504,1422,82,94.54787234042553,0.014159883966244726,-0.04449175609756097,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.5616557096060155,12.751432685723163
DODOUSDT,240,6.0,0.01586190733830846,0.01739911504975124,0.02833172483184225,0.09517144402985074,0.10439469029850745,0.1699903489910535,0.362373,1608,1575,33,97.94776119402985,0.016978960000000005,-0.0374519696969697,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.614121277579127,41.51146807043011
DOGEPERP,480,3.0,0.010046453679653683,0.010474408658008659,0.007107178976234915,0.03013936103896104,0.03142322597402597,0.021321536928704744,0.10657100000000001,1155,1115,40,96.53679653679653,0.010628518385650225,-0.006178599999999999,2024-04-26 08:00:00+00:00,2025-05-16 00:00:00+00:00,1.473778652969502,11.626924427018093
DOGEUSDT,480,3.0,0.012095938164893618,0.01308183710106383,0.019227838298161836,0.036287814494680846,0.03924551130319148,0.057683514894485505,0.210706,1504,1319,185,87.69946808510637,0.014354576952236542,-0.004007545945945946,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.6803592217807677,14.159510236063099
DOGSUSDT,240,6.0,0.006463515652173914,0.008219119130434783,0.010493009375230107,0.038781093913043484,0.04931471478260869,0.06295805625138064,0.09336,1150,1041,109,90.52173913043478,0.008110004803073969,-0.009261211009174314,2024-08-26 16:00:00+00:00,2025-05-16 00:00:00+00:00,0.7832947476285411,15.202763691681763
DOGUSDT,480,3.0,0.01952377049180328,0.020451056894889102,0.025361939421226495,0.05857131147540983,0.061353170684667314,0.07608581826367948,0.16914,1037,1022,15,98.55351976856316,0.020280771037181997,-0.0320532,2024-06-04 16:00:00+00:00,2025-05-16 00:00:00+00:00,0.8063680208057251,23.827923593810496
DOODUSDT,240,6.0,0.0071134358974359,0.0071134358974359,0.013198402949230506,0.0426806153846154,0.0426806153846154,0.07919041769538303,0.087424,39,39,0,100.0,0.0071134358974359,0.0,2025-05-09 16:00:00+00:00,2025-05-16 00:00:00+00:00,0.5389618671894412,16.853521418483485
DOTPERP,480,3.0,0.00829299404761905,0.010235982142857147,0.0071527091550283054,0.02487898214285714,0.030707946428571428,0.021458127465084915,0.055893,504,474,30,94.04761904761905,0.009850848101265824,-0.016321099999999998,2024-11-29 08:00:00+00:00,2025-05-16 00:00:00+00:00,1.4310636600764506,9.504667792962728
DOTUSDT,480,3.0,0.00918939494680851,0.011706208776595747,0.013632446135366426,0.027568184840425534,0.03511862632978723,0.040897338406099285,0.101997,1504,1266,238,84.17553191489363,0.012411922590837282,-0.007952285714285716,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.8587020011197053,10.584528587731556
DRIFTUSDT,240,6.0,0.000454884896467723,0.01536766930572473,0.07556382951901701,0.0027293093788063293,0.09220601583434834,0.45338297711410197,2.0,1642,1478,164,90.01218026796589,0.008789118403247633,-0.07465485365853658,2024-05-21 16:00:00+00:00,2025-05-16 00:00:00+00:00,0.2033733520858306,1.0011627626639985
DUCKUSDT,240,6.0,0.002924256267409472,0.006825966573816156,0.016818145909517405,0.017545537604456825,0.040955799442896935,0.10090887545710443,0.26445599999999997,718,698,20,97.21448467966573,0.005014799426934099,-0.0700357,2025-01-16 12:00:00+00:00,2025-05-16 00:00:00+00:00,0.4058691493426356,6.613034670350126
DUSKUSDT,480,3.0,0.016891176196808515,0.017029213430851068,0.021566775502634677,0.05067352859042552,0.05108764029255319,0.06470032650790401,0.185879,1504,1499,5,99.66755319148936,0.017016766511007343,-0.020760800000000003,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.7896040568869794,20.31119993633621
