symbol,funding_interval_minutes,funding_events_per_day,mean_rate_per_interval,mean_abs_rate_per_interval,std_rate_per_interval,mean_daily_rate,mean_daily_abs_rate,std_daily_rate,max_abs_rate,max_daily_abs_rate,count,positive_count,negative_count,positive_pct,mean_positive,mean_negative,first_date,last_date,max_timestamp,max_rate_value,sharpe_ratio,annual_return
ARKUSDT,240,6.0,0.005,0.005,0.0,0.030000000000000002,0.030000000000000002,0.0,0.005,0.030000000000000002,8,8,0,100.0,0.005,0.0,2025-05-14 20:00:00+00:00,2025-05-16 00:00:00+00:00,2025-05-14 20:00:00+00:00,0.005,0.0,11.570174904772411
ARPAUSDT,480,3.0,0.01,0.01,0.0,0.030000000000000002,0.030000000000000002,0.0,0.01,0.030000000000000002,4,4,0,100.0,0.01,0.0,2025-05-15 00:00:00+00:00,2025-05-16 00:00:00+00:00,2025-05-15 00:00:00+00:00,0.01,0.0,11.570174904772411
ARUSDT,480,3.0,0.01,0.01,0.0,0.030000000000000002,0.030000000000000002,0.0,0.01,0.030000000000000002,4,4,0,100.0,0.01,0.0,2025-05-15 00:00:00+00:00,2025-05-16 00:00:00+00:00,2025-05-15 00:00:00+00:00,0.01,0.0,11.570174904772411
ASTRUSDT,480,3.0,0.01,0.01,0.0,0.030000000000000002,0.030000000000000002,0.0,0.01,0.030000000000000002,4,4,0,100.0,0.01,0.0,2025-05-15 00:00:00+00:00,2025-05-16 00:00:00+00:00,2025-05-15 00:00:00+00:00,0.01,0.0,11.570174904772411
ATAUSDT,480,3.0,0.01,0.01,0.0,0.030000000000000002,0.030000000000000002,0.0,0.01,0.030000000000000002,4,4,0,100.0,0.01,0.0,2025-05-15 00:00:00+00:00,2025-05-16 00:00:00+00:00,2025-05-15 00:00:00+00:00,0.01,0.0,11.570174904772411
ATHUSDT,240,6.0,0.005,0.005,0.0,0.030000000000000002,0.030000000000000002,0.0,0.005,0.030000000000000002,8,8,0,100.0,0.005,0.0,2025-05-14 20:00:00+00:00,2025-05-16 00:00:00+00:00,2025-05-14 20:00:00+00:00,0.005,0.0,11.570174904772411
ATOMUSDT,480,3.0,0.00421175,0.0063022500000000006,0.006393336394246748,0.012635249999999999,0.018906750000000003,0.01918000918274024,0.01,0.030000000000000002,4,3,1,75.0,0.007009333333333333,-0.004181,2025-05-15 00:00:00+00:00,2025-05-16 00:00:00+00:00,2025-05-15 00:00:00+00:00,0.01,0.985752917001409,4.719561593535548
AUCTIONUSDT,240,6.0,0.005,0.005,0.0,0.030000000000000002,0.030000000000000002,0.0,0.005,0.030000000000000002,8,8,0,100.0,0.005,0.0,2025-05-14 20:00:00+00:00,2025-05-16 00:00:00+00:00,2025-05-14 20:00:00+00:00,0.005,0.0,11.570174904772411
AUDIOUSDT,480,3.0,-0.01245025,0.01987875,0.03504269259417718,-0.03735075,0.059636249999999995,0.10512807778253154,0.06465800000000001,0.193974,4,3,1,75.0,0.004952333333333334,-0.06465800000000001,2025-05-15 00:00:00+00:00,2025-05-16 00:00:00+00:00,2025-05-16 00:00:00+00:00,-0.06465800000000001,0.5672723334993706,-12.746778593666209
AVAAIUSDT,240,6.0,0.00878025,0.00878025,0.008886298357583994,0.052681500000000006,0.052681500000000006,0.05331779014550397,0.030362999999999998,0.18217799999999998,8,8,0,100.0,0.00878025,0.0,2025-05-14 20:00:00+00:00,2025-05-16 00:00:00+00:00,2025-05-15 16:00:00+00:00,0.030362999999999998,0.9880660818130772,21.195752641214938
AVAILUSDT,480,3.0,0.01,0.01,0.0,0.030000000000000002,0.030000000000000002,0.0,0.01,0.030000000000000002,4,4,0,100.0,0.01,0.0,2025-05-15 00:00:00+00:00,2025-05-16 00:00:00+00:00,2025-05-15 00:00:00+00:00,0.01,0.0,11.570174904772411
AVAUSDT,240,6.0,0.005,0.005,0.0,0.030000000000000002,0.030000000000000002,0.0,0.005,0.030000000000000002,8,8,0,100.0,0.005,0.0,2025-05-14 20:00:00+00:00,2025-05-16 00:00:00+00:00,2025-05-14 20:00:00+00:00,0.005,0.0,11.570174904772411
AVAXUSDT,480,3.0,0.0062445,0.0062445,0.003969268992312481,0.018733499999999997,0.018733499999999997,0.01190780697693744,0.01,0.030000000000000002,4,4,0,100.0,0.0062445,0.0,2025-05-15 00:00:00+00:00,2025-05-16 00:00:00+00:00,2025-05-15 00:00:00+00:00,0.01,1.5732115944004033,7.076234962843331
AVLUSDT,120,12.0,0.0025,0.0025,0.0,0.030000000000000002,0.030000000000000002,0.0,0.0025,0.030000000000000002,16,16,0,100.0,0.0025,0.0,2025-05-14 18:00:00+00:00,2025-05-16 00:00:00+00:00,2025-05-14 18:00:00+00:00,0.0025,0.0,11.570174904772411
AXLUSDT,240,6.0,0.005,0.005,0.0,0.030000000000000002,0.030000000000000002,0.0,0.005,0.030000000000000002,8,8,0,100.0,0.005,0.0,2025-05-14 20:00:00+00:00,2025-05-16 00:00:00+00:00,2025-05-14 20:00:00+00:00,0.005,0.0,11.570174904772411
AXSUSDT,480,3.0,-0.0197155,0.023553499999999998,0.030742992334297364,-0.0591465,0.07066049999999999,0.0922289770028921,0.060808,0.182424,4,2,2,50.0,0.0038379999999999994,-0.043269,2025-05-15 00:00:00+00:00,2025-05-16 00:00:00+00:00,2025-05-15 00:00:00+00:00,-0.060808,0.7661420769937004,-19.42232776867623
B3USDT,120,12.0,0.0025,0.0025,0.0,0.030000000000000002,0.030000000000000002,0.0,0.0025,0.030000000000000002,16,16,0,100.0,0.0025,0.0,2025-05-14 18:00:00+00:00,2025-05-16 00:00:00+00:00,2025-05-14 18:00:00+00:00,0.0025,0.0,11.570174904772411
BABYUSDT,120,12.0,0.0013839375000000002,0.0026785625,0.0025071072698430756,0.016607250000000004,0.03214275,0.03008528723811691,0.0057410000000000004,0.068892,16,13,3,81.25,0.0025000000000000005,-0.0034523333333333337,2025-05-14 18:00:00+00:00,2025-05-16 00:00:00+00:00,2025-05-15 20:00:00+00:00,-0.0057410000000000004,1.0683876722066445,6.248598346175704
BADGERUSDT,240,6.0,-0.001042125,0.008542125,0.011264880373944755,-0.00625275,0.05125275,0.06758928224366853,0.021629,0.129774,8,6,2,75.0,0.005,-0.0191685,2025-05-14 20:00:00+00:00,2025-05-16 00:00:00+00:00,2025-05-16 00:00:00+00:00,-0.021629,0.7582970006283968,-2.256477084091557
BAKEUSDT,480,3.0,0.01,0.01,0.0,0.030000000000000002,0.030000000000000002,0.0,0.01,0.030000000000000002,4,4,0,100.0,0.01,0.0,2025-05-15 00:00:00+00:00,2025-05-16 00:00:00+00:00,2025-05-15 00:00:00+00:00,0.01,0.0,11.570174904772411
BALUSDT,480,3.0,-0.008406,0.018406,0.02139569989507237,-0.025217999999999997,0.055217999999999996,0.06418709968521713,0.029828999999999998,0.089487,4,2,2,50.0,0.01,-0.026812,2025-05-15 00:00:00+00:00,2025-05-16 00:00:00+00:00,2025-05-15 16:00:00+00:00,-0.029828999999999998,0.8602663194130455,-8.794711987352011
BANANAS31USDT,240,6.0,0.005,0.005,0.0,0.030000000000000002,0.030000000000000002,0.0,0.005,0.030000000000000002,8,8,0,100.0,0.005,0.0,2025-05-14 20:00:00+00:00,2025-05-16 00:00:00+00:00,2025-05-14 20:00:00+00:00,0.005,0.0,11.570174904772411
